,0,1,2,3,4,5,6,7,8,9
bottle,0.7982456140350878,0.751984126984127,0.8837719298245614,0.8596491228070176,0.756578947368421,0.7280701754385965,0.7302631578947368,0.6842105263157895,0.9649122807017544,0.7741228070175439
cat,0.7478070175438596,0.7192982456140351,0.9078947368421052,0.8508771929824561,0.855263157894737,0.8026315789473685,0.9627192982456141,0.8771929824561404,0.8333333333333333,0.7936507936507936
chair,0.8728070175438596,0.8706140350877193,0.9539473684210525,0.9407894736842104,0.9429824561403508,0.9035087719298246,0.9342105263157894,0.8530701754385965,0.7996031746031746,0.7609649122807017
face,0.980263157894737,1.0,0.9736842105263158,0.998015873015873,0.9758771929824561,0.9868421052631579,0.993421052631579,1.0,0.9956140350877193,0.9846491228070176
house,1.0,1.0,0.9978070175438596,0.9956140350877193,0.9692982456140351,0.9623015873015872,0.993421052631579,0.9714912280701754,0.9978070175438596,0.9956140350877193
scissors,0.6951754385964912,0.912280701754386,0.9057017543859649,0.7894736842105263,0.9320175438596492,0.8004385964912281,0.8903508771929824,0.8574561403508771,0.8552631578947367,0.9495614035087719
scrambledpix,0.9583333333333333,0.9298245614035088,0.9861111111111112,0.9714912280701755,0.861842105263158,0.986842105263158,0.9642857142857143,0.9801587301587301,0.9780701754385965,0.9692982456140351
shoe,0.8793859649122807,0.9210526315789473,0.8991228070175439,0.905701754385965,0.8452380952380952,0.8486842105263158,0.8859649122807017,0.918859649122807,0.8837719298245614,0.9013157894736842
